--------- beginning of /dev/log/system
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd LINKSPEED
D/wpa_supplicant( 1967): Link Speed command
D/wpa_supplicant( 1967): buf LinkSpeed 65
I/APP     (11801): I 09/20/2013 12:28:19:952 00002e24              RhoRuby| require_compiled: rhodes
I/APP     (11801): I 09/20/2013 12:28:19:955 00002e24                  APP| Looking for RhoConnectClient
I/APP     (11801): I 09/20/2013 12:28:19:955 00002e24                  APP| RhoConnectClient found. do nothing
I/APP     (11801): I 09/20/2013 12:28:19:956 00002e24              RhoRuby| require_compiled: rho/rhoviewhelpers
I/APP     (11801): I 09/20/2013 12:28:19:961 00002e24              RhoRuby| require_compiled: rho
I/APP     (11801): I 09/20/2013 12:28:19:962 00002e24                  APP| RHO loaded
I/APP     (11801): I 09/20/2013 12:28:19:962 00002e24                  APP| Calling RHO.initialize
I/APP     (11801): I 09/20/2013 12:28:19:963 00002e24                   DB| Open DB: /data/data/com.rhomobile.sample_js_app_beta59/rhodata/db/syncdbuser.sqlite
I/APP     (11801): I 09/20/2013 12:28:22:147 00002e24          GeoLocation| Creating singleton instance.
I/APP     (11801): I 09/20/2013 12:28:22:147 00002e24            RhodesApp| Starting sync engine...
I/APP     (11801): I 09/20/2013 12:28:22:148 00002e24                 Sync| sync_poll_interval: 0
I/APP     (11801): I 09/20/2013 12:28:22:148 00002e24                 Sync| syncserver: 
I/APP     (11801): I 09/20/2013 12:28:22:148 00002e24                 Sync| bulksync_state: 0
I/APP     (11801): I 09/20/2013 12:28:22:148 00002e24            RhodesApp| RhoRubyInitApp...
I/APP     (11801): I 09/20/2013 12:28:22:148 00002e24                  APP| init_app
I/APP     (11801): I 09/20/2013 12:28:22:148 00002e2a                 Sync| Starting main routine...
I/APP     (11801): I 09/20/2013 12:28:22:148 00002e24              RhoRuby| require_compiled: application
I/APP     (11801): I 09/20/2013 12:28:22:149 00002e2a                 Sync| ThreadQueue blocked for 4294967295 seconds...
I/APP     (11801): I 09/20/2013 12:28:22:150 00002e24                 Sync| Set notification. Source ID: -1;Url :; Params: 
I/APP     (11801): I 09/20/2013 12:28:22:150 00002e24           HttpServer| Start HTTP server
I/APP     (11801): I 09/20/2013 12:28:22:150 00002e24           HttpServer| Listen for connections on port 49735
I/APP     (11801): I 09/20/2013 12:28:22:150 00002e24         AppCallbacks| addCommand: LOCAL-SERVER-STARTED
I/APP     (11801): I 09/20/2013 12:28:22:150 00002e23         AppCallbacks| process command: LOCAL-SERVER-STARTED
I/APP     (11801): I 09/20/2013 12:28:22:151 00002e23 RhodesAppActiveObserver| Ready
I/APP     (11801): I 09/20/2013 12:28:22:152 00002e23    RhodesApplication| New AppState: AppActivated
I/APP     (11801): I 09/20/2013 12:28:22:152 00002e23         AppCallbacks| process command: UI-CREATED
I/APP     (11801): I 09/20/2013 12:28:22:160 00002e19  WebSettingsProvider| Set web plugins state 'ON'
I/APP     (11801): I 09/20/2013 12:28:22:162 00002e19  WebSettingsProvider| Set web plugins state 'ON'
I/APP     (11801): I 09/20/2013 12:28:22:164 00002e24           HttpServer| Process URI: '/system/uicreated'
I/APP     (11801): I 09/20/2013 12:28:22:165 00002e24                  APP| on_ui_created.navigate to start url: '/app'
I/APP     (11801): I 09/20/2013 12:28:22:166 00002e19       SimpleMainView| Cleared URL: http://localhost:49735/app
I/APP     (11801): I 09/20/2013 12:28:22:167 00002e23         AppCallbacks| process command: APP-ACTIVATED
I/APP     (11801): I 09/20/2013 12:28:22:168 00002e24           HttpServer| Process URI: '/system/activateapp'
I/APP     (11801): I 09/20/2013 12:28:22:168 00002e24                  APP| AppEvent Activated
I/APP     (11801): I 09/20/2013 12:28:22:169 00002e23         AppCallbacks| ThreadQueue blocked for 4294967295 seconds...
I/APP     (11801): I 09/20/2013 12:28:22:196 00002e24           HttpServer| Process URI: '/app'
I/APP     (11801): I 09/20/2013 12:28:22:245 00002e19     RhoWebViewClient| Loading URL: http://localhost:49735/app/index_erb.iseq
I/APP     (11801): I 09/20/2013 12:28:22:250 00002e24           HttpServer| Process URI: '/app/index_erb.iseq'
I/APP     (11801): I 09/20/2013 12:28:22:255 00002e24                  APP| RHO serve_index: /app/index_erb.iseq
I/APP     (11801): I 09/20/2013 12:28:22:256 00002e24 RHO Rho::RhoController| inst_render_index
I/APP     (11801): I 09/20/2013 12:28:22:257 00002e24 RHO Rho::RhoController| index layout
I/APP     (11801): I 09/20/2013 12:28:22:284 00002e24           HttpServer| GC Start.
I/APP     (11801): I 09/20/2013 12:28:22:354 00002e24           HttpServer| GC End.
I/APP     (11801): I 09/20/2013 12:28:22:355 00002e24           HttpServer| Process URI: '/public/api/rhoapi-modules.js'
D/szipinf (11801): Initializing inflate state
D/szipinf (11801): Initializing zlib to inflate
D/wpa_supplicant( 1967): CMD: DRIVER RSSI
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd RSSI
D/wpa_supplicant( 1967): rssi command
D/wpa_supplicant( 1967): wpa_driver_tista_private_send ioctl_cmd = 810a24  res = 0
D/wpa_supplicant( 1967): wpa_driver_tista_get_rssi data -45 beacon -48 success
D/wpa_supplicant( 1967): rssi_data -45 rssi_beacon -48
D/wpa_supplicant( 1967): buf SSAT2 rssi -48
D/wpa_supplicant( 1967): CMD: DRIVER LINKSPEED
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd LINKSPEED
D/wpa_supplicant( 1967): Link Speed command
D/wpa_supplicant( 1967): buf LinkSpeed 65
D/dalvikvm(11801): GC_CONCURRENT freed 1047K, 52% free 3260K/6727K, external 3222K/3528K, paused 2ms+3ms
D/webviewglue(11801): nativeDestroy view: 0x455be8
I/APP     (11801): I 09/20/2013 12:28:22:514 00002e24           HttpServer| Process URI: '/public/jquery/jquery-1.9.1.min.js'
D/szipinf (11801): Initializing inflate state
D/szipinf (11801): Initializing zlib to inflate
I/APP     (11801): I 09/20/2013 12:28:22:557 00002e24           HttpServer| Process URI: '/public/js/application.js'
I/APP     (11801): I 09/20/2013 12:28:22:567 00002e24           HttpServer| Process URI: '/public/jqmobile/jquery.mobile-1.3.1.min.css'
D/szipinf (11801): Initializing inflate state
D/szipinf (11801): Initializing zlib to inflate
I/APP     (11801): I 09/20/2013 12:28:22:593 00002e24           HttpServer| Process URI: '/public/css/jqmobile-patch.css'
I/APP     (11801): I 09/20/2013 12:28:22:602 00002e24           HttpServer| Process URI: '/public/jqmobile/jquery.mobile-1.3.1.min.js'
D/szipinf (11801): Initializing inflate state
D/szipinf (11801): Initializing zlib to inflate
I/APP     (11801): I 09/20/2013 12:28:22:634 00002e24           HttpServer| Process URI: '/public/js/jqmobile-patch.js'
I/APP     (11801): I 09/20/2013 12:28:22:638 00002e24           HttpServer| Process URI: '/public/css/android.css'
D/dalvikvm(  960): GC_EXPLICIT freed 2K, 50% free 2786K/5511K, external 1625K/2137K, paused 25ms
D/wpa_supplicant( 1967): CMD: DRIVER RSSI
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd RSSI
D/wpa_supplicant( 1967): rssi command
D/wpa_supplicant( 1967): wpa_driver_tista_private_send ioctl_cmd = 810a24  res = 0
D/wpa_supplicant( 1967): wpa_driver_tista_get_rssi data -45 beacon -47 success
D/wpa_supplicant( 1967): rssi_data -45 rssi_beacon -47
D/wpa_supplicant( 1967): buf SSAT2 rssi -47
D/wpa_supplicant( 1967): CMD: DRIVER LINKSPEED
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd LINKSPEED
D/wpa_supplicant( 1967): Link Speed command
D/wpa_supplicant( 1967): buf LinkSpeed 65
I/Sensors ( 1754): **** Motion ****
